Question,Answer
Ek sentence me zyada se zyada kitne accusative form ho sakte hain?,Ek sentence me zyada se zyada ek accusative form ho sakta hai.
Accusative case ka use English me kaise hota hai?,English me accusative case ka use direct object ki tarah hota hai.
Accusative case noun k position pe depend karta hai kya?,"Nahi, accusative case sirf noun k position pe depend nahi hota."
1. Accusative case ka sentence me kis cheez k liye istimal hota hai?,1. Accusative case zyada tar direct object k liye sentence me istimal hota hai.
2. Accusative case ka use kis cheez par determine hota hai?,2. Accusative case ka use verb aur kuch prepositions k upar determine hota hai.
3. Accusative case kis tarah se verb aur prepositions se related hota hai?,3. Accusative case verb aur kuch prepositions ke sath use hota hai jis se uska matalab samajhne me asani hoti hai.
4. Direct object ke case me accusative case ka istimal kyun hota hai?,4. Direct object k case me accusative case ka istimal isliye hota hai kyunki direct object ko verb ke action se directly affect kiya jata hai.
Ikai ka naam kia hai?,Ikai ka naam user-defined hoga.
Learning content main kitne titles hain?,Learning content main mukhtalif titles ho sakte hain.
Har title ke saath kitna content ho sakta hai?,Har title ke saath mukhtalif content ho sakta hai.
Mentioned content ki level kia hai?,Mentioned content ki level 'A1' hai.
"What does the person want to have first, coffee or beer?",The person wants to have coffee first.
How many bottles of beer does the individual want to have?,The individual wants to have one bottle of beer.
What are the two types of beverages the individual wishes to take?,The individual wants to have coffee and beer.
Is the individual ordering tea?,"The individual is ordering tea as well, in addition to coffee and beer."
HTML aur CSS par kis tarah format kiya jata hai?,HTML aur CSS par content ko format karne ke liye &lt;br&gt; aur &lt;tab&gt; tags ka istemal kiya jata hai.
JSON object banane ke liye kin cheezon ki zaroorat hoti hai?,JSON object banane ke liye English content ko Roman Urdu mein tabdeel karna hota hai.
Kis cheez ko sirf Roman Urdu mein tabdeel karna hai?,Sirf English content ko Roman Urdu mein tabdeel karna hai.
Web page par content kis tarah behtar banaya jata hai?,Content ko behtar banane ke liye usay asaan language mein likha jata hai aur sahi formatting ki jati hai.
Who is eating a sausage?,Mera bhai (My brother)
Who is buying a computer?,Wo admi (That man)
Who is buying a video recorder?,Wo aurat (That woman)
Who is reading a book?,Bacha (The child)
For whom is the book for?,Meri behan (My sister)
For whom is the CD for?,Mery bhai (My brother)
What are we passing by?,Park (The park)
Who is in favour of this idea?,Mein (I)
Kab aap accusative case ka istemal kartay ho?,Accusative case ko istemal karain jab jab aap sentence main koi direct object ko point out kar rahay hon.
Kya accusative case main tamam nouns k liye modifier endings change ho sakti hain?,"Jee han, accusative case main tamam nouns ke modifier endings change ho sakti hain. Yeh nouns ke grammatical gender, number aur case ke upar depend karti hain."
Lughat main aap kese maloom karain gay k verb accusative case lay ga ya nahi?,Dictionary main ja kar aap yeh maloom kar sakte hain keh konsi verb accusative case lay gi ya nahi. Yadi uss verb ke baad 'acc.' likha hua hai toh woh accusative case lay gi.
Kya aap kuch verbs aur prepositions ka naam bata saktay hain jo accusative case require kartay hain?,"Jee han, woh verbs aur prepositions jo normally accusative case require karti hain un main 'durch', 'für', 'gegen', 'ohne', 'um', 'sehen', 'fragen', 'lehren' shamil hain."
Dative case ka istemal kis cheezon ya logon k liye kiya jata hai?,"Dative case ka istemal un cheezon ya logon k liye kiya jata hai, jin par kuch kia gaya ho."
Der Lehrer gibt der Frau ein Buch' ki English translation kia hai?,'Der Lehrer gibt der Frau ein Buch' ki English translation 'The teacher gives the woman a book' hoti hai.
Dative case ka kia kaam hota hai?,Dative case ka kaam ye hota hai k wo cheez ya shaks ko identify karta hai jis par kuch kia gaya ho.
Kia Dative case me shamil cheezen par kuch kia jata hai?,"Jee han, Dative case me shamil cheezen par kuch kia jata hai."
Dative case mein kon se modifier tabdeel hojatay hain?,"Dative case mein, muarif aitraz jaise k 'der', ya ghair muarif aitraz jaise k 'ein' tabdeel hojatay hain."
Dative case mein tabdeeli kon kon si jins k liye lagu hoti hai?,"Dative case mein tabdeeli har jins k liye lagu hoti hai yani muzakar, moannis aur khas."
Jama mein dative case main kya shamil karna parta hai?,Jama mein dative case main '-en' ya '-n' shamil karna parta hai.
Kya ghair muarif aitraz ko bhi dative case mein tabdeel kiya jata hai?,"Haan, ghair muarif aitraz ko bhi dative case mein tabdeel kiya jata hai."
Dative ke liye muzakar aur khas ikhtitamain mein kya shamil karein?,-em shamil karein
Dative ke liye moannis ikhtitam mein kya shamil karein?,-er shamil karein
Dative ke liye Jama ikhtitam mein kya shamil karein?,Modifier mein -en aur naam mein -en ya -n shamil karein
Manfi Aitraz ke liye moannis form kya hai Dative case mein?,'keiner Frau'
Kon si verbs dative case ke zaroori hain?,"Helfen ‘maddad karna’, danken ‘shukriya adaa karna’, gehören ‘kisi ki milkiyat mein hona’, folgen ‘peecha karna’ dative case ke zaroori hain."
Helfen ka kya matlab hota hai?,Helfen ka matlab hota hai 'maddad karna'.
Das Kind key context mein kya kiya ja raha tha?,Das Kind key context mein shukriya kiya ja raha tha.
Der Mann key context mein kiska peecha kiya ja raha tha?,Der Mann key context mein peecha kiya ja raha tha.
Kaun se prepositions k baad dative ka use hota hai?,"Dative ka use aus, außer, bei, gegenüber, mit, nach, seit, von, zu jaise prepositions k baad hota hai."
Er kommt aus der Türkei is ka kya matlab hai?,Is ka matlab hai Woh Turkey se hain ya He’s from Turkey.
Ich fahre mit dem Auto is ki English kya hogi?,Is ki English hogi I’ll go by car
Wir fahren zu meiner Freundin ka kya matlab hota hai?,Is ka matlab hota hai Hum meri dost k ghar ja rahay hain ya We’ll go to my girlfriend’s.
What happens due to the failure of the German main Muarykh?,The government is formed due to the failure of the German main Muarykh.
How frequent is the occurrence of the mentioned sentence or clause?,It is common for the mentioned sentence or clause to appear more than once.
"In the provided examples, who is helping the boy with his coat?","The subject ""I"" is helping the boy with his coat."
Who are they following in the second example?,They follow the man and then the woman and her friends.
Muarykh case kis object ke liye istimal hota hai?,Muarykh case Indirect object ke liye istimal hota hai.
Muaryk case kin conditions ke baad aa sakta hai?,Muarykh case kuch khaas failon aur kuch prepositions ke baad aa sakta hai.
Muarykh case ke masculine aur neuter endings kya hain?,Muarykh case ke masculine aur neuter endings hain -em.
Muarykh case ke plural endings kya hain?,Muarykh case ke plural endings -en hain jo modifier ke sath juda hua hota hai aur -en ya -n jo noun ke sath joda hota hai.
What is the benefit of translation exercises?,Translation exercises can be beneficial in learning a new language.
How does translation exercise aid in language learning?,They aid in understanding the structure and syntax of the language and help in building vocabulary.
What could be a simple form of translation exercise?,A simple form of translation exercise could be translating single words.
What could be a complex form of translation exercise?,A complex form of translation exercise could be translating full sentences or paragraphs.
1. Kya Wo larki baby ko kya deti hai?,1. Wo larki baby ko kitab deti hai.
2. Paulina kisko CD deti hai?,2. Paulina bacche ko CD deti hai.
3. Dada ko kya diya jata hai?,3. Dada ko sharaab ki botal di jati hai.
4. Wo kis ke peeche hai?,4. Wo aadmi ke peeche hai.
5. Kya yeh telephone kiske paas hai?,5. Yeh telephone driver ke paas hai.
6. Peter kiski madad karta hai?,6. Peter larki ki madad karta hai.
7. Bachon ko kya diya jata hai?,7. Bachon ko football diya jata hai.
1. Dative case kis prakar ka vakyansh hota hai?,1. Dative case vyakaran ke prakar ka vakyansh hota hai jisse object ya direct recipient kisi verb ki action ko detail mein bataya jata hai.
2. Dative case ka upyog kis prakar nirdharit hota hai?,"2. Dative case ka upyog teen mukhya factors dwara nirdharit hota hai: verb, preposition, and context."
3. Kitne tatvon dwara dative case ka upyog nirdharit hota hai?,3. Dative case ka upyog teen tatvon dwara nirdharit hota hai.
4. Dative case kis prakar ke sentences mein upyog hota hai?,"4. Dative case vyaktigat kriya, adesh, ya kisi specific context ko batane wale sentences mein upyog hota hai."
Kia dative case mein har noun ke modifier endings ko tabdeel karna zaruri hai?,"Ji haan, German grammar ke usool ke mutabiq, dative case mein, tamam nouns ke modifier endings ko tabdeel karna parta hai. Ye tabdeel karne ka amal gender, singularity ya multiplicity, aur definite ya indefinite articles par munhasir hota hai."
Dative case mein noun ka modifier ending kis tarah se change hota hai?,"Dative case mein noun ke modifier ending ka tabdeel hona noun ki gender, singularity ya multiplicity, aur kis tarah ka article use kiya gaya hai, in sab factors par depend karta hai. Masalan, muzakar nouns ke liye ending '-em' ho sakti hai, jabkeh maunnas ya jama' nouns ke liye '-en' ho sakti hai."
What are the common dative endings for masculine and neutral modifiers?,"The common dative endings for masculine and neutral modifiers is ""-em""."
What is the common dative ending for feminine modifiers?,"The common dative ending for feminine modifiers is ""-er""."
What is the common dative ending for plural modifiers?,"The common dative ending for plural modifiers is ""-en""."
When are these dative modifier endings used?,These dative modifier endings are used in the German language when modifying dative case nouns.
Dative case mein noun ke end mein kya kisi tarah ki ending hoti hai?,"Ji haan, Dative case mein noun ke end par bhi endings hoti hain."
Dative case mein noun ke saath kon kon se special endings ki zaroorat hoti hai?,"Dative case mein noun ke saath endings ki zaroorat hoti hai jo noun ke gender, number aur case ko reflect karti hain."
Kya Dative case mein noun ke badle use hone wale endings hamesha constant rahti hain?,"Nahi, Dative case mein noun ke badle use hone wale endings hamesha constant nahi rahti. Ye noun ke gender, number aur case pe depend karti hain."
Noun ke endings se Dative case kaise affect hota hai?,Noun ke endings se Dative case ka structure aur grammar samajhne mein madad milti hai.
Q1: Genitive case kis cheez ko zahir karta hai?,"A1: Genitive case malikiyat ya ownership ko zahir karta hai. Misal ke tor pe, 'Yeh hai mera baap ka bag'."
Q2: Genitive case ka istemal English aur German language mai kis tarha se mukhtalif hai?,"A2: English aur German mai genitive case ka istemal bohat mushaba hai. Lekin, aik barri farq hai alfaz ka tarteeb mai. German aur English dono zubaanein apne tareeke se genitive case ko istemal karti hain."
Q3: English mai genitive construction kaha ata hai?,A3: English mai genitive construction pehle aata hai.
Q4: German mai genitive construction kaha aata hai?,A4: German mai genitive construction amooman noun ke bad aata hai.
What is the translation of 'Das ist die Tasche meines Vaters'?,Yeh hai mera baap ka bag.
What does 'Das ist das Auto meiner Tante' mean?,Woh hain meri phuphi ki car.
What is described as 'Das ist das Spielzeug meines Babys'?,Yeh hai mere bachay ki khilone.
What does 'genitive bhi asar dalta hai khatimay pe' pertain to?,It pertains to how the genitive case also affects the termination (for example the indefinite and definite articles).
"What are the definite endings in the genitive case for masculine, feminine, neuter, and plural?","Definite endings - des Mannes, der Frau, des Kindes, der Gäste"
"What are the indefinite endings in the genitive case for masculine, feminine, neuter, and plural?","Indefinite endings - eines Mannes, einer Frau, eines Kindes, –"
"What are the possessive endings in the genitive case for masculine, feminine, neuter, and plural?","Possessive endings - meines Mannes, meiner Frau, meines Kindes, meiner Gäste"
What is the indefinite ending in the genitive case for plural?,The genitive case for indefinite plural is not provided.
Is heading se kis cheez ki asalat haasil hoti hai?,Is heading se modifiers ki maardudhalat aur khufia aissam ki asalat haasil hoti hai.
"Modifiers muzakkar aur jinseeki mukhaalif, khufia aissam kis mein khatam hoti hain?","Modifiers muzakkar aur jinseeki mukhaalif, khufia aissam -es mein khatam hoti hain."
